"questionId","category","difficulty","questionContent","answerA","answerB","answerC","answerD","correctAnswerIndex","correctAnswerLetter","correctAnswerText","sourceFile","createdAt"
"q_179","Giao thức & Mạng bảo mật","Medium","Nếu muốn xem một tài liệu “bảo mật”được mã hóa trên hệ mật bất đối xứng do người khác gởi đến , bạn phải sử dụng khóa nào để giải mật tài liệu?","Khoá công khai của bạn","Khoá công khai của bên gửi","Khoá cá nhân của bên gửi","Khoá cá nhân của bạn","3","D","Khoá cá nhân của bạn","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786233"
"q_180","Giao thức & Mạng bảo mật","Easy","Đâu là một phương pháp mã hóa:","Thay thế","Đổi chỗ/ hoán vị","Vernam","Tất cả các phương án trên","3","D","Tất cả các phương án trên","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786236"
"q_181","Giao thức & Mạng bảo mật","Medium","Thuật giải MD5 cho ta một giá trị băm có độ dài :","156 bit","256 bit","128 bit","512 bit","2","C","128 bit","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786240"
"q_182","Giao thức & Mạng bảo mật","Hard","Các hệ mã hóa khóa công khai sử dụng một cặp khóa: public key và private key. Các yêu cầu đối với public key và private key là:","Cả public key và private key đều cần giữ bí mật","Có thể công khai public key và cần giữ bí mật private key","Có thể công khai private key và cần giữ bí mật public key","Có thể công khai public key nhưng phải đảm bảo tính xác thực và cần giữ bí mật private key","3","D","Có thể công khai public key nhưng phải đảm bảo tính xác thực và cần giữ bí mật private key","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786243"
"q_183","Giao thức & Mạng bảo mật","Easy","Kích thức khóa có thể của hệ mã hóa AES là:","128, 192 và 256 bit","64, 128 và 192 bit","128, 256 và 512 bit","128, 256 và 384 bit","0","A","128, 192 và 256 bit","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786246"
"q_184","Giao thức & Mạng bảo mật","Medium","Kích thước khóa hiệu dụng của hệ mã hóa DES là:","64 bit","48 bit","56 bit","128 bit","2","C","56 bit","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786249"
"q_185","Giao thức & Mạng bảo mật","Medium","Số lượng vòng lặp chuyển đổi cần thực hiện để chuyển bản rõ thành bản mã trong hệ mã hóa AES khóa 128 bit là:","14","10","16","12","1","B","10","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786252"
"q_186","Giao thức & Mạng bảo mật","Easy","Bước MixColumns (trộn cột) trong vòng lặp chuyển đổi trong hệ mã hóa AES thực hiện việc:","Trộn hai cột kề nhau của ma trận state","Mỗi cột của ma trận state được nhân với một đa thức","Trộn các cột tương ứng của ma trận state với khóa","Trộn các dòng tương ứng của ma trận state với khóa","1","B","Mỗi cột của ma trận state được nhân với một đa thức","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786255"
"q_187","Giao thức & Mạng bảo mật","Medium","Phát biểu nào sau đây đúng với kỹ thuật mã hóa khóa bí mật","Mã hóa khóa bí mật an toàn hơn mã hóa khóa công khai","Mã hóa khóa bí mật chỉ hoạt động theo chế độ mã hóa khối","Mã hóa khóa bí mật sử dụng một mã (key) cho cả quá trình mã hóa và giải mã","Mã hóa khóa bí mật có thuật toán đơn giản hơn mã hóa khóa công khai","2","C","Mã hóa khóa bí mật sử dụng một mã (key) cho cả quá trình mã hóa và giải mã","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786258"
"q_188","Giao thức & Mạng bảo mật","Medium","Ưu điểm của kỹ thuật mã hóa khóa công khai so với mã hóa khóa bí mật là:","Có độ an toàn cao hơn","Trao đổi khóa dễ dàng hơn","Chi phí tính toán thấp hơn","Quản lý dễ dàng hơn","3","D","Quản lý dễ dàng hơn","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786261"
"q_189","Giao thức & Mạng bảo mật","Easy","Yêu cầu để đảm bảo sử dụng mã hóa đối xứng là","Có thuật toán encryption tốt,có một khóa bí mật được biết bởi người nhận/gửi và kênh truyền bí mật để phân phát key","Có một kênh truyền phù hợp và một khóa bí mật được biết bởi người nhận/gửi","Có thuật toán encryption tốt và có một khóa bí mật được biết bởi người nhận/gửi","Tất cả đều đúng","0","A","Có thuật toán encryption tốt,có một khóa bí mật được biết bởi người nhận/gửi và kênh truyền bí mật để phân phát key","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786264"
"q_190","Giao thức & Mạng bảo mật","Medium","Các thuật toán nào sau đây không phải là thuật toán mã hóa đối xứng","Triple–DES, RC4, RC5, Blowfish","Triple–DES, RC4, RC5, IDEA","RC4, RC5, IDEA, Blowfish","IDEA, Blowfish, AES, Elliptic Curve","3","D","IDEA, Blowfish, AES, Elliptic Curve","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786267"
"q_191","Giao thức & Mạng bảo mật","Medium","Các phát biểu sau đây phát biểu nào đúng","Hầu hết các thuật tóan mã hóa đối xứng đều dựa trên cấu trúc thuật toán Feistel","Tấn công thông điệp thì thời gian giải mã tỷ lệ với kích thước khóa","Hầu hết các thuật tóan mã hóa khối đều đối xứng","Tất cả đều đúng","2","C","Hầu hết các thuật tóan mã hóa khối đều đối xứng","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786270"
"q_192","Giao thức & Mạng bảo mật","Easy","Mã hóa nào sau đây là một tiêu chuẩn dùng để phát triển cho việc tạo ra thông điệp an toàn?","Data Encryption Standard","Digital Signature Standard","Secure Hash Algorithm","Chữ kí dữ liệu tiêu chuẩn","0","A","Data Encryption Standard","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786273"
"q_193","Giao thức & Mạng bảo mật","Medium","Các yếu tố ảnh hưởng đến quá trình mã hóa","Thuật toán mã hóa, giải mã, và tính an toàn của kênh truyền","Thời gian thực hiện mã hóa và giải mã","Thực hiện mã hóa khối, mở rộng số bit xử lý","Tất cả đều sai","0","A","Thuật toán mã hóa, giải mã, và tính an toàn của kênh truyền","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786276"
"q_194","Giao thức & Mạng bảo mật","Medium","MAC là một từ cấu tạo bằng những chữ đầu của một nhóm nào liên quan đến mật mã ?","Kiểm soát truy cập phương tiện (Media access control)","Kiểm soát truy cập bắt buộc (Mandatory access control)","Mã xác thực thông điệp (Message authentication code)","Các ủy ban đa tư vấn (Multiple advisory committees)","1","B","Kiểm soát truy cập bắt buộc (Mandatory access control)","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786279"
"q_195","Giao thức & Mạng bảo mật","Easy","Nội dung nào sau đây không cần sử dụng mật mã ?","Bảo mật","Xác thực","Toàn vẹn","Truy cập","3","D","Truy cập","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786282"
"q_196","Giao thức & Mạng bảo mật","Hard","Thuật giải MD5 dùng để :","Bảo mật một thông điệp","Xác thực một thông điệp","Phân phối khoá mật mã","Kiểm tra tính toàn vẹn dữ liệu","3","D","Kiểm tra tính toàn vẹn dữ liệu","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786285"
"q_197","Giao thức & Mạng bảo mật","Medium","Trong DES mỗi hàm chọn Si được dùng để :","Biến đổi khối dữ liệu mã 48 bit thành 32 bit","Biến đổi khối dữ liệu mã 6 bit thành 4 bit","Biến đổi khối dữ liệu mã 16 bit thành 4 bit","Biến đổi khối dữ liệu mã 32 bit thành 4 bit","1","B","Biến đổi khối dữ liệu mã 6 bit thành 4 bit","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786288"
"q_198","Giao thức & Mạng bảo mật","Easy","Hệ mật DES sử dụng khối khoá được tạo bởi :","56 bit ngẫu nhiên","64 bit ngẫu nhiên","128 bit ngẫu nhiên","56 bit ngẫu nhiên và 8 bit kiểm tra “Parity”","3","D","56 bit ngẫu nhiên và 8 bit kiểm tra “Parity”","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786292"
"q_199","Giao thức & Mạng bảo mật","Medium","Hệ mật DES xử lý từng khối “ plain text ” có độ dài :","56 bit","32 bit","64 bit","48 bit","0","A","56 bit","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786295"
"q_200","Giao thức & Mạng bảo mật","Medium","Số lượng các khóa phụ (subkey) cần được tạo ra từ khóa chính trong giải thuật DES là:","18","16","14","12","1","B","16","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786297"
"q_201","Giao thức & Mạng bảo mật","Easy","Sử dụng nhiêu bit với DES để có hiệu quả?","56","64","32","16","0","A","56","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786300"
"q_202","Giao thức & Mạng bảo mật","Medium","Thuật giải SHA là :","Hàm băm một chiều","Dùng trong thuật giải tạo chữ ký số","Cho giá trị băm 160 bit","Tất cả đều đúng","3","D","Tất cả đều đúng","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786303"
"q_203","Giao thức & Mạng bảo mật","Hard","Quản trị văn phòng của bạn đang được huấn luyện để thực hiện sao lưu máy chủ. Phương pháp xác thực nào là lý tưởng đối với tình huống này ?","MAC","DAC","RBAC","Các mã thông báo bảo mật.","2","C","RBAC","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786306"
"q_204","Giao thức & Mạng bảo mật","Easy","Phát biểu nào sau đây đúng với cơ chế điều khiển truy cập MAC:","MAC cấp quyền truy cập dựa trên tính nhạy cảm của những thông tin và chính sách quản trị","MAC là cơ chế điều khiển truy cập được sử dụng rộng rãi nhất","MAC cho phép người tạo ra đối tượng có thể cấp quyền truy cập cho người dùng khác","MAC quản lý truyền quy cập chặt chẽ hơn các cơ chế khác","0","A","MAC cấp quyền truy cập dựa trên tính nhạy cảm của những thông tin và chính sách quản trị","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786310"
"q_205","Giao thức & Mạng bảo mật","Medium","Các loại khoá mật mã nào sau đây dễ bị crack nhất ?","128 bit","40 bit","256 bit","56 bit","1","B","40 bit","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786313"
"q_206","Tường lửa & IDS/IPS","Medium","Nguyên tắc bảo mật tài nguyên của mô hình Bell-La Padula là:","Đọc lên và ghi lên","Đọc xuống và ghi xuống","Đọc xuống và ghi lên","Đọc lên và ghi xuống","2","C","Đọc xuống và ghi lên","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786316"
"q_207","Tường lửa & IDS/IPS","Easy","Tính bảo mật của kỹ thuật điều khiển truy nhập sử dụng mật khẩu dựa trên:","Tần suất sử dụng mật khẩu","Kích thước của mật khẩu","Độ khó đoán và tuổi thọ của mật khẩu","Số loại ký tự dùng trong mật khẩu","2","C","Độ khó đoán và tuổi thọ của mật khẩu","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786319"
"q_208","Tường lửa & IDS/IPS","Medium","Phát hiện tấn công, xâm nhập dựa trên bất thường có tiềm năng phát hiện các loại tấn công, xâm nhập mới là do:","Không yêu cầu biết trước thông tin về chúng","Đã có chữ ký của các tấn công, xâm nhập mới","Các tấn công, xâm nhập mới thường dễ nhận biết","Không yêu cầu xây dựng cơ sở dữ liệu các chữ ký","0","A","Không yêu cầu biết trước thông tin về chúng","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786322"
"q_209","Tường lửa & IDS/IPS","Medium","Một trong các điểm yếu làm giảm hiệu quả của phát hiện tấn công, xâm nhập dựa trên bất thường là:","Không có khả năng ngăn chặn tấn công, đột nhập","Không có khả năng phát hiện các cuộc tấn công Dos","Tỷ lệ cảnh báo sai cao","Không có khả năng phát hiện tấn công, xâm nhập mới","2","C","Tỷ lệ cảnh báo sai cao","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786325"
"q_210","Tường lửa & IDS/IPS","Easy","Phát hiện tấn công, xâm nhập dựa trên bất thường dựa trên giá thiết:","Các hành vi tấn công, xâm nhập thường có quan hệ chặt chẽ với các hành vi bất thường","Các hành vi tấn công, xâm nhập gây ngắt quãng dịch vụ cung cấp cho người dùng","Các hành vi tấn công, xâm nhập có quan hệ chặt chẽ với các dịch vụ được cung cấp","Các hành vi tấn công, xâm nhập gây tổn hại nghiêm trọng cho hệ thống","0","A","Các hành vi tấn công, xâm nhập thường có quan hệ chặt chẽ với các hành vi bất thường","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786328"
"q_211","Tường lửa & IDS/IPS","Medium","Ưu điểm của điều khiển truy nhập dựa trên các đặc điểm sinh trắc học là:","Bảo mật cao và độ ổn định cao","Bảo mật cao và chi phí thấp","Bảo mật cao và luôn đi cùng với chủ thể","Bảo mật cao và được hỗ trợ rộng rãi","2","C","Bảo mật cao và luôn đi cùng với chủ thể","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786331"
